id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
4694111,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e076a1ed-6bb3-4982-9b6d-949b176b1fe3,NCU00038924,492757,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Dorr, L. [Laurence]",,,1978,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources",,,,,,,,,,"United States","North Carolina",Craven,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e076a1ed-6bb3-4982-9b6d-949b176b1fe3,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694111
4694112,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,41d6436b-3d7f-4778-9631-c2d1c475c67e,NCU00038923,494846,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Wilson [Kraus], E. [Elizabeth]",,,1976,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Carteret,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:41d6436b-3d7f-4778-9631-c2d1c475c67e,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694112
4694113,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e04dfd86-a0f1-4f82-9fb1-0be6d05cab95,NCU00040723,540481,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Gholson, A. [Angus]",,,1987,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Florida,Liberty,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e04dfd86-a0f1-4f82-9fb1-0be6d05cab95,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694113
4694114,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,262d061a-438d-4768-9789-efca95fa2ee4,NCU00038990,552757,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"McCartney, Charles ""Chuck""",,,1989,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Cherokee,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:262d061a-438d-4768-9789-efca95fa2ee4,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694114
4694115,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,2d8487a4-841c-4f66-b114-e2a1d8b43d97,NCU00038988,557051,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Kologiski, Russell",,,1974,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2d8487a4-841c-4f66-b114-e2a1d8b43d97,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694115
4694116,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d811706d-d591-4b95-b6db-25951bdd3c44,NCU00038987,557675,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Taggart, J. [John]",,,1986,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Brunswick,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d811706d-d591-4b95-b6db-25951bdd3c44,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694116
4694117,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e6a2f024-bbf7-4fd9-a5f1-c7a21cad2d8c,NCU00038994,559403,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Frye, Christopher",,,1991,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Wilkes,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e6a2f024-bbf7-4fd9-a5f1-c7a21cad2d8c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694117
4694118,NCU,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,e1248c9f-bd55-4006-a912-ffccec2c2415,NCU00097757,587150,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Nordman, Carl",,,2004,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Tennessee,Scott,,,,,,,,,,,,,,,,,,,,,,,"2016-07-08 14:07:45",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:e1248c9f-bd55-4006-a912-ffccec2c2415,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694118
4694119,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,74a9c91c-627e-46e5-8036-c16efe969839,LSU00115388,136415,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.","small spreading pogonia",,,"P. Douglas; M. Arnett; N. Hastings",,,2003,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2008-03-26 03:54:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:74a9c91c-627e-46e5-8036-c16efe969839,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694119
4694120,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,358f4aa6-5899-420a-bdf4-eab8defc1d0f,LSU00012493,72999,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,"rosebud orchid",,,"John F. Pruski; Lowell E. Urbatsch",,,1982,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2016-04-25 10:07:02",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:358f4aa6-5899-420a-bdf4-eab8defc1d0f,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694120
4694121,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,df9c29c5-5cb7-4386-9cf8-81164c83eefe,LSU00012494,35477,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Lydia Bougere",,,1949,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:df9c29c5-5cb7-4386-9cf8-81164c83eefe,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694121
4694122,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,f7a0a5ac-72ab-43a0-a0f9-c71b8a7c4313,LSU00012495,35476,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Clair A. Brown",,,1939,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f7a0a5ac-72ab-43a0-a0f9-c71b8a7c4313,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694122
4694123,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,18f258f8-da03-4693-9084-38d45daceaf9,LSU00012496,35479,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Mary G. Curry; Charles M. Allen",,,1972,,,,,,"co-collector Allen, Charles M., no. 2004",,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2016-04-25 10:07:02",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:18f258f8-da03-4693-9084-38d45daceaf9,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694123
4694124,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,8202201f-f64f-49b6-8639-bf33a3c53a88,LSU00012497,78340,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,"rosebud orchid",,,"Lowell E. Urbatsch",,,1990,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:8202201f-f64f-49b6-8639-bf33a3c53a88,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694124
4694125,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,f3101e66-b9dc-4fcc-877b-5d0214370cda,LSU00012498,55352,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,"rosebud orchid",,,"Lowell E. Urbatsch",,,1981,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f3101e66-b9dc-4fcc-877b-5d0214370cda,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694125
4694126,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,946d7de1-9b89-4621-98be-660758075459,LSU00012499,35475,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Lydia Bougere",,,1949,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2015-11-04 16:33:35",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:946d7de1-9b89-4621-98be-660758075459,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694126
4694127,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,57c2a7a6-ba9d-4905-9ca7-9fde042ce30c,LSU00012500,35478,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Clair A. Brown",,,1961,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,Washington,,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:57c2a7a6-ba9d-4905-9ca7-9fde042ce30c,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694127
4694128,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,4ab8b880-ddef-4c26-8246-8a5f3022e46f,LSU00048470,35480,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Alec M. Pridgeon",1976-01-01,,,"rosebud orchid",,,"Br. G. Arsene",,,1920,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:47:59",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:4ab8b880-ddef-4c26-8246-8a5f3022e46f,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694128
4694129,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,d7b68fa4-adda-474b-9e9f-594889da3960,LSU00054664,104648,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,"rosebud orchid",,,"Cecil Slaughter",,,1993,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,"United States",Louisiana,"St. Tammany",,,,,,,,,,,,,,,,,,,,,,,"2007-11-08 10:48:00",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d7b68fa4-adda-474b-9e9f-594889da3960,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694129
4694130,LSU,"Vascular Plants",,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c7080ea5-e053-4cb2-a4c5-9f9027a25354,LSU00122807,"129068; NPS Acc #: GUIS-M-00126; NPS Cat #: GUIS M 2589",Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.","small spreading pogonia",,,"Stephanie M. Gunn-Zumo; Diane M. Ferguson",,,2005,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, verbatimCoordinates, habitat",,,,,,,,,,"United States",Mississippi,Jackson,,,,,,,,,,,,,,,,,,,,,,,"2016-03-08 12:49:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c7080ea5-e053-4cb2-a4c5-9f9027a25354,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694130
4694131,UNCA,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,332fece9-667d-4b51-91d7-c91d2e8d640a,3107,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"All orchid records to RAB 1968.",,"= Cleistes bifaria",,"O. M. Freeman",,,1952,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States","North Carolina",Polk,,,,,,,,,,,,,,,,,,,,,,Petranka,"2015-12-13 01:44:24",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:332fece9-667d-4b51-91d7-c91d2e8d640a,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694131
4694132,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,f7874712-93cf-49d5-92ac-13140d67db60,IBE006807,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"T. E. Smith; Randy Warren",,,1986,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Alabama,Cherokee,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:40:07",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f7874712-93cf-49d5-92ac-13140d67db60,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694132
4694133,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,ac7939da-d2f5-4d63-9297-2ab0f7b90b78,IBE006808,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"T. E. Smith; Randy Warren",,,1986,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Alabama,Etowah,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:42:17",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ac7939da-d2f5-4d63-9297-2ab0f7b90b78,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694133
4694134,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,81c7629c-a782-4206-b018-17d8a67b92ab,IBE006809,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Sidney McDaniel",,,1988,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Mississippi,Hancock,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:43:43",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:81c7629c-a782-4206-b018-17d8a67b92ab,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694134
4694135,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c93e7a38-37c9-4d9b-9c8d-36e651ff4554,IBE006810,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"M. Wayne Morris",,,1986,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber",,,,,,,,,,"United States",Mississippi,Hancock,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:45:43",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c93e7a38-37c9-4d9b-9c8d-36e651ff4554,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694135
4694136,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,9ed307d9-1d41-4d10-a969-749aae273c48,IBE006811,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"M. Wayne Morris",,,1986,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber",,,,,,,,,,"United States",Mississippi,Hancock,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:47:49",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9ed307d9-1d41-4d10-a969-749aae273c48,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694136
4694137,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,b6e6e3da-4006-433f-bd10-f7db6ccada78,IBE006812,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,,,,,,,,"Cary Norquist",,,1983,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Mississippi,Jackson,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:49:11",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b6e6e3da-4006-433f-bd10-f7db6ccada78,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694137
4694138,IBE,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,9d6b1b2b-072c-4080-a28e-65c7bbe6ba69,IBE006813,,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricatus",,"(L.) Ames",,,,,,,,,,,,"John R. MacDonald; Dan Wyrick & Barry Pessoney",,,1995,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources",,,,,,,,,,"United States",Mississippi,Perry,,,,,,,,,,,,,,,,,,,,,,eme51,"2015-07-21 14:51:52",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:9d6b1b2b-072c-4080-a28e-65c7bbe6ba69,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694138
4694139,MISS,CUCH1,,5bdbf757-6f68-4987-8a0e-16c263a79e67,PreservedSpecimen,c27fd7d3-c4ed-4cf5-87fb-4adce050a138,MISS0016604,21680,Plantae,Magnoliophyta,,Asparagales,Orchidaceae,"Cleistes divaricata",109144,"(L.) Ames",Cleistes,divaricata,,,"Nomenclatural Adjustment","August 9, 2016",http://uncpress.unc.edu/books/T-766.html,"RAB 1968 - all orchid records.",,,,"Thomas M. Pullen",,,1966,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, georeferenceSources, habitat",,,,,,,,,,USA.,Mississippi,George,,,,,,,,,,,,,,,,,,,,,,lucilemccook,"2016-06-16 15:07:35",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c27fd7d3-c4ed-4cf5-87fb-4adce050a138,http://hasbrouck.asu.edu/sandbox/collections/individual/index.php?occid=4694139
